pc_timestamp_iso,ms,ax,ay,az,gx,gy,gz,mx,my,mz,press,baro_t,prox,cr,cg,cb,light,gesture,mic,p2p
2026-05-27T23:30:20.918,513858,0.94,-0.22,-0.1,1.0,0.1,0.6,-1.8,17.7,24.4,101.122,34.63,0,0,0,0,0,NONE,51,262
2026-05-27T23:30:20.958,513897,0.96,-0.24,-0.1,1.0,1.5,1.3,-1.6,17.8,24.2,101.12,34.64,0,1,1,1,3,NONE,55,241
2026-05-27T23:30:21.004,513948,0.97,-0.23,-0.11,-0.4,1.2,1.1,-1.3,18.5,25.8,101.123,34.65,0,1,1,1,3,NONE,53,221
2026-05-27T23:30:21.060,514000,0.95,-0.22,-0.13,0.4,1.0,2.1,-1.2,17.8,24.1,101.118,34.65,0,1,1,1,3,NONE,47,262
2026-05-27T23:30:21.105,514048,0.94,-0.22,-0.09,2.0,-1.6,2.0,-1.8,18.3,24.7,101.122,34.66,0,1,1,1,3,NONE,58,305
2026-05-27T23:30:21.152,514096,0.95,-0.22,-0.11,0.5,-0.6,2.4,-1.7,18.1,24.0,101.121,34.66,0,1,0,1,2,NONE,41,290
2026-05-27T23:30:21.196,514148,0.96,-0.21,-0.1,5.2,-1.4,2.4,-1.5,18.5,24.5,101.122,34.67,0,1,0,1,2,NONE,41,268
2026-05-27T23:30:21.261,514200,0.95,-0.24,-0.09,4.2,-1.8,1.3,-1.2,18.5,25.6,101.126,34.67,0,1,0,1,2,NONE,50,281
2026-05-27T23:30:21.292,514246,0.95,-0.22,-0.08,2.9,-0.5,1.7,-1.2,18.5,23.4,101.122,34.68,0,1,0,1,2,NONE,57,315
2026-05-27T23:30:21.358,514300,0.96,-0.22,-0.09,2.9,-1.6,1.5,-1.5,18.1,23.5,101.126,34.68,0,1,1,1,3,NONE,64,370
2026-05-27T23:30:21.406,514346,0.95,-0.23,-0.08,4.0,-1.2,1.2,-0.9,18.2,24.6,101.123,34.69,0,1,1,1,3,NONE,79,387
2026-05-27T23:30:21.454,514398,0.95,-0.22,-0.07,4.6,-1.1,1.2,-1.3,18.4,23.8,101.121,34.69,0,1,1,1,3,NONE,66,374
