pc_timestamp_iso,ms,ax,ay,az,gx,gy,gz,mx,my,mz,press,baro_t,prox,cr,cg,cb,light,gesture,mic,p2p
2026-05-28T00:03:43.781,2516781,-0.9,-0.44,0.11,2.6,2.1,2.7,-31.8,49.1,19.3,101.11,36.55,0,1,1,1,3,NONE,84,570
2026-05-28T00:03:43.823,2516821,-0.91,-0.43,0.12,0.9,2.0,3.9,-32.4,48.8,20.1,101.113,36.56,0,1,1,1,3,NONE,68,458
2026-05-28T00:03:43.872,2516870,-0.9,-0.43,0.11,1.2,0.9,3.0,-32.1,49.5,20.0,101.114,36.57,0,1,1,1,3,NONE,74,493
2026-05-28T00:03:43.925,2516924,-0.9,-0.44,0.12,0.0,0.0,3.7,-32.2,49.2,20.3,101.112,36.57,0,1,1,1,3,NONE,59,315
2026-05-28T00:03:43.972,2516970,-0.91,-0.45,0.11,0.0,0.3,5.8,-32.4,49.4,21.1,101.112,36.58,0,1,1,1,3,NONE,31,186
2026-05-28T00:03:44.022,2517020,-0.9,-0.45,0.1,-4.8,0.0,5.9,-31.8,49.5,20.3,101.111,36.59,0,1,1,1,3,NONE,48,350
2026-05-28T00:03:44.072,2517070,-0.91,-0.45,0.12,-7.1,1.2,5.8,-31.8,50.3,20.0,101.114,36.59,0,1,0,1,2,NONE,40,260
2026-05-28T00:03:44.124,2517122,-0.92,-0.42,0.12,-7.8,5.3,6.8,-31.9,50.6,19.0,101.109,36.59,0,1,0,1,2,NONE,40,237
2026-05-28T00:03:44.172,2517170,-0.9,-0.43,0.12,-2.3,10.8,8.1,-31.7,51.2,18.8,101.113,36.6,0,1,0,1,2,NONE,31,189
2026-05-28T00:03:44.223,2517222,-0.91,-0.45,0.15,-4.0,13.5,8.2,-31.7,51.1,19.7,101.111,36.6,0,1,0,1,2,NONE,33,186
2026-05-28T00:03:44.272,2517272,-0.89,-0.44,0.14,-3.1,17.2,10.3,-32.2,51.6,18.4,101.115,36.61,0,1,0,1,2,NONE,30,183
2026-05-28T00:03:44.322,2517320,-0.87,-0.46,0.18,-2.6,21.5,10.6,-32.0,51.5,18.4,101.113,36.61,0,1,0,1,2,NONE,49,274
2026-05-28T00:03:44.373,2517372,-0.83,-0.47,0.17,3.0,23.0,10.7,-32.1,52.2,17.7,101.113,36.61,0,1,1,1,3,NONE,47,263
2026-05-28T00:03:44.425,2517424,-0.83,-0.52,0.17,-3.4,19.6,6.3,-32.7,52.0,16.8,101.109,36.62,0,1,1,1,3,NONE,49,297
2026-05-28T00:03:44.472,2517472,-0.94,-0.52,0.18,-8.0,15.1,3.6,-33.1,52.6,17.0,101.109,36.62,0,1,1,1,3,NONE,112,596
2026-05-28T00:03:44.521,2517520,-0.83,-0.47,0.16,-14.0,4.3,-4.4,-32.9,52.9,16.5,101.114,36.63,0,1,1,1,3,NONE,84,518
2026-05-28T00:03:44.571,2517572,-0.91,-0.46,0.19,-10.8,1.5,-1.1,-32.8,52.7,17.4,101.113,36.63,0,1,1,1,3,NONE,53,334
2026-05-28T00:03:44.621,2517622,-0.86,-0.44,0.21,-4.1,14.3,-0.9,-33.2,53.3,15.8,101.11,36.63,0,1,1,1,3,NONE,83,421
