pc_timestamp_iso,ms,ax,ay,az,gx,gy,gz,mx,my,mz,press,baro_t,prox,cr,cg,cb,light,gesture,mic,p2p,svm,omega,jerk,svm_dev
2026-05-28T00:04:35.570,2568575,-0.93,-0.35,0.17,2.5,-3.6,1.9,-34.2,47.5,17.7,101.114,36.66,0,1,1,1,3,NONE,105,620,1.0081170567,4.777028365,0,0.0081170566953
2026-05-28T00:04:35.613,2568613,-0.93,-0.35,0.14,-0.1,-4.0,2.7,-33.7,47.4,18.9,101.114,36.68,0,1,1,1,3,NONE,100,654,1.00349389634,4.82700735446,0.789473684211,0.00349389634417
2026-05-28T00:04:35.662,2568662,-0.93,-0.3,0.2,-0.9,1.0,1.1,-33.4,48.0,19.6,101.112,36.68,0,1,0,0,1,NONE,91,548,0.997446740433,1.7378147197,1.59392850529,0.00255325956721
2026-05-28T00:04:35.714,2568714,-0.94,-0.34,0.18,4.5,3.8,-0.6,-33.3,48.1,19.1,101.112,36.68,0,1,0,0,1,NONE,48,359,1.01567711405,5.92030404625,0.881264556722,0.0156771140476
2026-05-28T00:04:35.764,2568766,-0.95,-0.38,0.15,0.5,2.1,-1.0,-33.7,47.8,17.6,101.114,36.69,0,1,0,0,1,NONE,46,259,1.03411798166,2.37907545067,0.980580675691,0.0341179816636
2026-05-28T00:04:35.811,2568812,-0.94,-0.38,0.12,-1.6,-0.9,0.9,-33.6,47.2,18.4,101.114,36.7,0,1,0,0,1,NONE,45,295,1.02097992145,2.04450483003,0.687451665254,0.020979921448
2026-05-28T00:04:35.864,2568864,-0.96,-0.36,0.14,-3.5,3.4,3.1,-33.5,48.2,18.1,101.116,36.71,0,1,0,0,1,NONE,58,366,1.03479466562,5.78100337312,0.666173387526,0.0347946656221
2026-05-28T00:04:35.911,2568912,-0.93,-0.36,0.12,-3.1,7.6,6.0,-33.4,47.9,19.9,101.113,36.71,0,1,0,0,1,NONE,76,518,1.00444014257,10.1671038157,0.751156515722,0.00444014256699
2026-05-28T00:04:35.964,2568964,-0.94,-0.37,0.13,0.0,11.5,5.8,-33.2,48.0,18.0,101.113,36.72,0,1,0,0,1,NONE,73,416,1.01852835012,12.8798291914,0.333086693763,0.0185283501209
2026-05-28T00:04:36.012,2569013,-0.98,-0.32,0.13,-6.0,14.8,2.3,-33.2,48.0,18.0,101.114,36.72,0,1,0,0,1,NONE,114,692,1.03908613695,16.1347451173,1.30676004846,0.0390861369492
2026-05-28T00:04:36.061,2569064,-0.93,-0.35,0.19,-14.2,22.4,-1.6,-34.2,48.7,16.7,101.115,36.72,0,1,1,1,3,NONE,85,585,1.01168176815,26.5699077906,1.64050985595,0.0116817681465
2026-05-28T00:04:36.115,2569116,-0.91,-0.34,0.17,-9.8,21.1,-0.1,-34.7,49.6,16.7,101.114,36.72,0,1,1,1,3,NONE,88,508,0.986204846875,23.2649951644,0.576923076923,0.0137951531249
2026-05-28T00:04:36.163,2569164,-0.92,-0.37,0.17,-15.0,19.0,2.7,-35.2,49.4,16.4,101.117,36.73,0,1,0,1,2,NONE,67,392,1.00608150763,24.3575450323,0.658807845868,0.00608150763246
2026-05-28T00:04:36.212,2569212,-0.88,-0.4,0.24,-24.7,17.4,1.3,-35.2,49.8,15.8,101.113,36.73,0,1,0,1,2,NONE,88,545,0.995991967839,30.2413624032,1.7921510973,0.0040080321609
2026-05-28T00:04:36.264,2569264,-1.09,-0.23,0.3,-43.2,24.9,0.3,-35.0,50.2,13.7,101.114,36.74,0,1,0,1,2,NONE,88,445,1.15368973299,49.8632128929,5.32244327042,0.153689732987
2026-05-28T00:04:36.313,2569314,-0.85,-0.2,0.31,-20.1,35.6,0.9,-36.0,50.3,13.9,101.113,36.74,0,1,0,1,2,NONE,66,402,0.926606712689,40.8922975632,4.84148737476,0.0733932873112
2026-05-28T00:04:36.355,2569362,-0.81,-0.34,0.43,-15.0,34.0,-5.6,-36.7,50.9,12.9,101.116,36.74,0,1,0,1,2,NONE,72,450,0.978059302906,37.5813783675,3.93082547169,0.0219406970945
2026-05-28T00:04:36.414,2569414,-0.89,-0.31,0.45,-25.2,17.2,-10.0,-37.3,51.4,12.3,101.112,36.74,0,1,0,1,2,NONE,73,441,1.04436583629,32.1073200376,1.68749315142,0.0443658362854
2026-05-28T00:04:36.466,2569466,-0.86,-0.11,0.35,-10.9,9.2,-4.6,-38.0,50.9,11.3,101.113,36.74,0,1,0,0,1,NONE,85,441,0.93498663092,14.9869943618,4.33865929718,0.0650133690795
2026-05-28T00:04:36.511,2569512,-0.9,-0.06,0.37,10.9,2.6,-2.0,-38.3,51.0,11.5,101.115,36.74,0,1,0,0,1,NONE,104,602,0.974935895329,11.3828818847,1.45830520272,0.0250641046715
2026-05-28T00:04:36.564,2569565,-0.9,-0.22,0.41,20.6,-2.1,-1.6,-38.2,50.6,12.2,101.114,36.74,0,1,0,1,2,NONE,85,596,1.01316336294,20.7684857416,3.11177783065,0.0131633629381
