-1,2,1000,0,0,0;
3,1,1004,0,0,0;
-5,3,1002,0,0,0;
-3,-1,1001,0,0,0;
1,1,998,0,0,1;
-2,-2,999,0,0,0;
-1,-3,999,0,0,0;
1,-5,1000,0,0,0;
0,-3,1002,0,0,1;
2,3,1005,0,0,0;
2,-2,999,0,0,0;
4,-6,996,0,0,0;
-6,-8,1001,0,0,1;
3,0,1001,0,0,0;
2,2,996,0,0,0;
-6,-2,1003,0,0,1;
-4,5,1002,0,0,0;
0,4,998,0,0,0;
-3,3,1005,0,0,0;
0,-1,1005,0,0,0;
-15,3,1039,0,0,0;
-19,2,1055,0,0,0;
-2,2,1025,0,0,0;
16,4,1042,0,0,0;
14,1,1053,0,0,0;
1,-2,1013,0,0,0;
-19,0,1037,0,0,0;
-16,4,1048,0,0,0;
4,3,1020,-1,0,0;
23,-6,1056,0,0,0;
15,1,1033,0,0,0;
1,-5,1032,0,0,1;
-19,3,1049,0,0,0;
-12,-6,1027,0,0,0;
14,-5,1043,0,0,1;
23,-1,1044,0,0,0;
4,2,1015,0,0,1;
-11,-1,1044,0,0,0;
-11,-1,1036,0,0,1;
4,-2,1007,0,0,1;
19,4,1061,0,0,1;
6,-4,1029,0,0,0;
-8,0,1018,0,0,0;
-18,4,1055,0,0,1;
-17,-2,1032,0,0,1;
13,-5,1025,0,0,0;
16,-3,1048,0,0,0;
-5,1,1011,0,0,0;
-25,-4,1045,0,0,1;
-16,1,1058,0,0,0;
4,5,999,0,0,0;
20,10,1046,0,0,0;
18,4,1039,0,0,1;
-5,-1,1009,0,0,0;
-24,-3,1069,0,0,0;
-9,2,1042,0,0,0;
2,4,1029,0,0,1;
15,-3,1058,0,0,0;
16,4,1015,0,0,1;
-7,3,1034,0,0,0;
-20,2,1050,0,0,0;
0,1,1006,0,0,0;
15,0,1047,0,0,0;
17,-5,1050,0,0,0;
-1,-4,998,0,0,1;
-24,-11,1048,0,0,0;
-17,2,1041,0,0,1;
10,4,1012,0,0,0;
23,4,1055,1,0,0;
20,0,1028,0,0,0;
-9,0,1038,0,0,0;
-17,-7,1054,0,0,1;
-3,0,1013,0,0,0;
12,1,1041,0,0,1;
11,-4,1048,0,0,0;
3,3,995,0,0,0;
2,-5,997,0,0,0;
-2,0,1005,0,0,1;
-5,1,1001,0,0,0;
2,-1,1004,0,0,0;
-1,-2,997,0,0,0;
-1,1,1000,0,0,46;
2,7,1001,0,0,46;
0,-6,1000,0,0,46;
4,0,998,0,0,46;
5,0,994,0,0,45;
-2,2,1004,0,0,46;
1,1,998,0,0,45;
-5,5,1005,0,0,45;
-1,5,1002,0,0,45;
1,-1,998,0,0,46;
0,-1,1004,0,0,45;
-2,0,1009,0,0,45;
1,2,1002,0,0,46;
-3,-3,1002,0,0,45;
1,-1,1008,0,0,45;
-4,1,1003,0,0,45;
3,4,995,0,0,45;
-6,-4,1001,0,0,46;
-3,5,994,0,0,46;
3,-3,994,0,0,45;
-4,17,1051,0,0,1;
-3,15,1046,0,0,0;
-2,-1,1017,0,0,0;
5,-17,1056,-1,0,0;
-7,-15,1034,0,1,0;
-3,15,1028,0,0,0;
6,23,1055,0,0,0;
3,10,1030,0,0,1;
10,-17,1047,0,0,0;
-3,-15,1052,0,0,0;
3,0,1006,0,0,0;
0,19,1048,0,0,1;
-4,27,1048,0,0,1;
-3,3,1009,0,0,0;
2,-16,1054,0,0,1;
7,-13,1043,0,0,0;
1,4,1022,0,0,0;
7,24,1057,0,0,0;
0,18,1032,0,0,1;
-2,-13,1046,0,0,0;
-3,-20,1056,0,-1,0;
-7,-2,1015,-1,0,1;
-1,16,1049,-1,0,1;
7,18,1042,0,0,0;
3,-5,1007,0,0,0;
-3,-17,1052,0,0,1;
-1,-13,1043,0,0,0;
0,2,1016,0,0,0;
-6,23,1049,0,0,0;
5,7,1039,0,0,0;
2,-6,1023,0,0,1;
0,-19,1066,0,-1,1;
3,-4,1012,0,0,0;
2,18,1051,0,0,0;
6,16,1055,0,-1,1;
3,0,1005,0,0,0;
3,-22,1043,0,0,0;
5,-16,1052,0,0,0;
0,6,1010,0,0,0;
1,18,1049,0,0,1;
-1,10,1037,0,0,1;
0,-5,1029,0,0,1;
-2,-19,1052,0,0,0;
1,-15,1025,0,0,0;
-3,10,1033,0,0,0;
-1,13,1056,0,0,1;
7,10,1013,0,0,0;
6,-21,1037,0,0,0;
4,-14,1043,0,0,0;
3,-2,1002,0,0,0;
-1,12,1048,0,0,1;
-2,13,1038,0,0,0;
1,-9,1010,0,0,0;
-2,-20,1059,0,0,0;
0,-6,1037,0,0,1;
2,9,1038,-1,0,0;
11,29,1053,0,0,0;
0,5,1024,0,0,0;
0,-14,1045,0,0,0;
-4,-27,1058,0,0,1;
-2,-4,999,0,0,1;
1,-2,1004,0,0,1;
1,5,1002,0,0,1;
0,0,1002,0,0,0;
-1,1,1005,0,0,0;
1,4,999,0,0,45;
5,1,1001,0,0,45;
4,0,998,0,0,45;
-2,1,1000,0,0,45;
4,0,1002,0,0,46;
0,1,1003,0,0,46;
6,0,1000,0,0,45;
1,3,1001,0,0,46;
-3,-1,1001,0,0,46;
0,2,1001,0,0,46;
-2,-3,1006,0,0,46;
-2,-2,996,0,0,46;
-4,2,998,0,0,45;
2,-1,999,0,0,45;
0,3,999,0,0,46;
1,-3,997,0,0,45;
-2,2,995,0,0,46;
-5,1,1000,0,0,46;
1,2,996,0,0,45;
1,4,1003,0,0,45;
-2,0,1012,0,0,0;
27,-8,1047,0,0,0;
19,1,1043,0,0,0;
5,6,1012,0,0,0;
-13,0,1054,0,0,0;
-16,-4,1039,0,0,1;
6,1,1029,0,0,0;
19,1,1049,0,0,0;
13,-7,1034,0,0,0;
-12,-1,1044,0,0,0;
-22,-5,1057,0,0,0;
-8,-1,1017,0,0,0;
13,-7,1047,0,0,0;
20,0,1054,0,0,0;
-2,2,1004,0,0,0;
-15,4,1064,0,0,0;
-16,-9,1053,0,0,0;
6,-1,1012,0,0,1;
21,2,1048,0,0,0;
13,-3,1030,0,0,0;
-8,0,1022,0,0,1;
-25,-2,1047,0,0,0;
-6,-1,1019,0,0,0;
8,0,1044,0,0,0;
23,2,1052,0,0,0;
6,1,1007,0,0,0;
-27,-2,1047,0,0,0;
-22,-5,1040,0,0,0;
2,-2,1003,0,0,1;
19,3,1055,0,0,0;
16,-1,1034,0,0,0;
-17,-3,1020,0,0,0;
