flow_duration,header_length,protocol_type,duration,rate,srate,drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,http,https,dns,telnet,smtp,ssh,irc,tcp,udp,dhcp,arp,icmp,ipv,llc,tot_sum,min,max,avg,std,tot_size,iat,number,magnitue,radius,covariance,variance,weight,attack_type
17.831616950035095,10207.2,8.2,87.3,9.326996510000871,9.326996510000871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,12.5,25.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2733.0,97.7,1103.2,447.3826984126984,411.6411483255967,446.3,0.0148685932159423,5.5,29.321746860284065,582.1484947928936,234266.9403054925,0.9,38.5,Benign
1.1598666858673097,664511.92,17.0,64.0,1689.541039068465,1689.541039068465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5817.0,554.0,554.0,554.0,0.0,554.0,83711494.09789497,9.5,33.28663395418648,0.0,0.0,0.0,141.55,Mirai
0.0,0.0,1.0,64.0,261.7840469354637,261.7840469354637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83124512.85755424,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS
0.1464577198028564,643.3,6.0,64.0,51.78274719259106,51.78274719259106,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,2.0,0.0,1.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,421.8,66.0,99.6,72.84666666666666,13.428907948223468,82.8,0.0001641988754272,5.5,12.049703426453782,18.99134374823748,453.5515555555556,0.4,38.5,BruteForce
39.30753757953644,1125.9,7.6,154.9,1.1373600715966667,1.1373600715966667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.3,3.5,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,610.1,68.4,211.3,117.39853174603176,55.83747665978878,106.4,0.0250087976455688,5.5,15.275292737319257,78.96611678096444,3508.229336907912,0.9,38.5,BruteForce
0.0,0.0,47.0,64.0,45.79384437335547,45.79384437335547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6216.0,592.0,592.0,592.0,0.0,592.0,83676991.37874864,9.5,34.409301068170514,0.0,0.0,0.0,141.55,Mirai
336.26407649517057,14705.0,8.1,87.7,49.08733241927584,49.08733241927584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1095.4,50.0,156.0,71.11667967481435,26.455157307354305,58.6,166576512.2954434,13.5,11.93240644571481,37.44928899624212,704.4512020454731,1.0,244.6,BruteForce
0.0242501258850097,7407.2,16.73,65.91,7818.526954574933,7818.526954574933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,534.49,50.0,56.61,50.99450735500309,2.008271119569585,50.93,83102338.6163793,9.5,10.097061025995425,2.8462080469007454,18.57584687561793,0.24,141.55,DDoS
76.6324609041214,62881.0,11.4,85.4,4.483305909850775,4.483305909850775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.7,340.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,570.6,54.6,183.2,97.0881746031746,56.32312293426215,101.4,0.030101203918457,5.5,13.846121856503766,79.65292432884065,3940.874945515243,0.9,38.5,Benign
0.0,54.85,6.11,65.91,15.521692556578104,15.521692556578104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,578.05,54.0,65.05,54.85415013714355,2.9154703897281395,54.85,82972521.21799578,9.5,10.47216444929651,4.129531223356105,66.67792237741934,0.13,141.55,DoS
