window_start_ts,window_end_ts,session_id,class_th,label,source,class_en,category,svm_mean,svm_std,svm_max,svm_min,svm_dev_mean,jerk_mean,jerk_std,jerk_max,jerk_min,jerk_energy,jerk_sparsity,KII_mean,KII_std,KII_max,KII_min,omega_mean,omega_std,omega_max,omega_min,theta_mean,theta_std,theta_max,theta_min,theta_range,free_fall_n,impact_n,high_rot_n,GSI,fcri,angular_impulse,press_delta,press_slope,mic_p2p_max,mic_p2p_mean,hr_mean,hr_max,hr_delta,hr_spike,spo2_min,spo2_mean,rmssd,sdnn,hr_accel,osi,css_max,css_mean,class
2026-05-28T00:03:43.781,2026-05-28T00:03:45.722,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.0132137954859537,0.0617276650858327,1.2495599225327292,0.880056816347672,0.0428909176095417,2.440122633564372,3.0652571724354334,11.385956261992224,0.0,30.7,0.25,0.0428909176095417,0.046317148171113,0.2495599225327291,0.000449898795537,16.212780956352066,11.225550483666614,63.832123574263136,3.3541019662496847,78.19055473153574,5.373475676310951,86.09068920369137,59.00819666284483,27.082492540846538,0.0,0.0,0.0,3.9179076048319454,1.422743462469605,32.42556191270413,0.0019999999999953,0.0007767354596635,774.0,372.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:44.272,2026-05-28T00:03:46.222,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.007571302324752,0.0688300133052672,1.2495599225327292,0.8277680834629951,0.0482113021073917,2.9670362486902717,3.093169232188559,11.385956261992224,0.0,36.74199999999999,0.25,0.0482113021073917,0.04970478547993,0.2495599225327291,0.000449898795537,21.61295197446721,13.39988085579024,66.78809774203783,4.016217125604641,77.42832820620751,5.225168247759132,86.09068920369137,59.00819666284483,27.082492540846538,0.0,0.0,0.0,4.286140455001445,1.422743462469605,43.22590394893443,-0.0060000000000002,-0.0004240150093725,833.0,446.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:44.771,2026-05-28T00:03:46.721,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.0071113841702335,0.071478387465839,1.2495599225327292,0.8277680834629951,0.0532676910242257,3.396007746947352,3.327330969812526,11.385956261992224,0.0,45.208,0.25,0.0532676910242257,0.0481900897745675,0.2495599225327291,0.0010494493280539,19.85022502731058,14.114064487777174,66.78809774203783,4.016217125604641,76.36052862044855,5.414856919486653,86.09068920369137,59.00819666284483,27.082492540846538,0.0,0.0,0.0,4.754366414150259,1.422743462469605,39.70045005462116,-0.0019999999999953,-0.0013771106942201,1100.0,479.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:45.271,2026-05-28T00:03:47.221,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.0128243067504985,0.0903156888661774,1.3943457247038842,0.8277680834629951,0.0564603927724427,3.3062058660505755,3.4115982722607834,12.14248738932843,0.0,45.13999999999999,0.225,0.0564603927724427,0.0716492187465051,0.3943457247038842,0.0010494493280539,21.191673590220923,12.7571830921067,66.78809774203783,4.016217125604641,79.31343583100184,5.054861855030638,88.85113179055679,68.04259288078391,20.80853890977288,0.0,0.0,0.0,4.750789408087881,1.6930825378580925,42.383347180441845,-0.0039999999999906,-0.0012288930581572,1100.0,556.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:45.776,2026-05-28T00:03:47.722,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.0152616608795195,0.08234840586289,1.3943457247038842,0.8277680834629951,0.0509623918825316,3.290587263670718,3.2612935256072944,12.14248738932843,0.0,42.92799999999999,0.225,0.0509623918825316,0.066460611301522,0.3943457247038842,0.0025031328369998,22.01084778839229,12.438552151927745,66.78809774203783,5.435071296680476,79.08357872901834,5.533651177918624,88.85113179055679,68.04259288078391,20.80853890977288,0.0,0.0,0.0,4.6329256415358095,1.6930825378580925,44.02169557678458,0.0,0.0006885553471138,1100.0,603.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:46.272,2026-05-28T00:03:48.221,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.0222612477244046,0.1071888119205706,1.4269898387865274,0.8807950953541919,0.0675651524939826,3.63653439736582,3.426604379962065,12.304470732217618,0.0,49.932,0.225,0.0675651524939826,0.0861391590373137,0.4269898387865274,0.0025031328369998,21.997150526635444,11.725969840850787,51.84824008585056,5.435071296680476,78.60406766156157,5.3507075353228055,88.85113179055679,68.04259288078391,20.80853890977288,0.0,0.0,0.0,4.996598843213251,1.7558354706520762,43.99430105327089,-0.0019999999999953,0.0001144465290979,1100.0,581.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:46.772,2026-05-28T00:03:48.721,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,0.9922235673643868,0.1356830585102275,1.4269898387865274,0.655133574166368,0.0910624170936741,4.0884993315927565,3.275694310457797,12.304470732217618,0.0,54.892,0.25,0.0910624170936741,0.1008860816182478,0.4269898387865274,0.0025031328369998,28.290386724914494,13.12325298677053,56.402216268512,5.435071296680476,80.66668495830011,5.080104512414099,88.85113179055679,71.06200004771212,17.789131742844674,0.0,0.0,0.0,5.238893012841548,1.7558354706520762,56.580773449829,0.0050000000000096,0.0008067542213923,920.0,510.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:47.273,2026-05-28T00:03:49.220,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.000277931939935,0.3330301170674603,2.537557881113256,0.4662617290749906,0.1774207189491889,5.978754879437252,7.254204993767769,40.56500955256882,0.0,176.73799999999997,0.25,0.1774207189491889,0.2818351018018913,1.5375578811132562,0.0053643883310833,51.82414512476371,54.07627235754541,237.65803163369003,5.435071296680476,77.87574643763337,8.173085601672664,86.99930151477817,41.353167869873424,45.64613364490474,1.0,1.0,5.0,9.400478711214657,10.293605968755552,103.64829024952742,0.0069999999999907,0.0022514071294981,2253.0,541.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:47.773,2026-05-28T00:03:49.522,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.128477383390451,0.5521673615637218,2.7323616158920108,0.4589117562233506,0.3457861161684935,9.359981568545502,9.760445716874,40.56500955256882,0.0,329.176,0.25,0.3457861161684935,0.4492518170071299,1.7323616158920108,0.0057163382615602,79.2298180179449,69.49845796178182,239.5775239875393,7.960527620704547,72.05361870666108,19.00770619557825,88.75138695485015,12.549619193067382,76.20176776178276,2.0,4.0,11.0,13.523148877223658,11.08382750497318,142.61367243230083,0.0150000000000005,0.0062702702702783,3206.0,881.1388888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-05-28T00:03:48.274,2026-05-28T00:03:49.522,slow_collapse_fall_slow_collapse_fall_20260528_000343_class_01.csv,ล้มแบบค่อยๆทรุด,1.0,original,slow_collapse_fall,fall,1.1705068760024688,0.6379249709923227,2.7323616158920108,0.4589117562233506,0.4397558115018862,11.054423729166066,10.777598948419504,40.56500955256882,0.0,309.8639999999999,0.2692307692307692,0.4397558115018862,0.4925806427682624,1.7323616158920108,0.02794033104958,98.33519656197998,72.86001516212063,239.5775239875393,7.960527620704547,69.63160647591033,21.78086247787853,88.75138695485015,12.549619193067382,76.20176776178276,2.0,4.0,11.0,15.438812230120652,11.08382750497318,127.835755530574,0.0060000000000002,0.0075008547008939,3206.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
