svm_mean,svm_std,svm_max,svm_min,jerk_mean,jerk_std,jerk_max,jerk_min,jerk_energy,jerk_sparsity,KII_mean,KII_std,KII_max,KII_min,omega_mean,omega_std,omega_max,omega_min,theta_mean,theta_std,theta_max,theta_min,theta_range,free_fall_n,impact_n,high_rot_n,angular_impulse,GSI,press_delta,press_slope,mic_p2p_max,mic_p2p_mean,hr_mean,hr_max,hr_delta,hr_spike,spo2_min,spo2_mean,rmssd,sdnn,hr_accel,osi,css_max,css_mean,fcri,window_start_ts,window_end_ts,session_id,class,class_en,category,label,source
0.9820294763660972,0.009777911235481461,1.0113851887386922,0.9526804291051644,1.219925828129533,0.8945627492378664,4.031128874149273,0.0,89.24999999999993,0.05128205128205128,5.513407103505122,2.121125782696364,10.92181880457646,2.158362805461584,5.61459748402038,2.165131657066613,11.141813137905338,2.195449840010015,96.00376006282875,1.4161890629236493,99.13847860835638,92.88539759594457,6.253081012411812,0,0,0,4.356608666965143,0.00551370022723894,0.0,3.161350844369831e-05,1438.0,473.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:42.174,2026-05-27T23:56:44.122,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
0.9813598890599365,0.010852103218685863,1.0113851887386922,0.9526804291051644,1.5300843939262232,0.819550035253452,4.031128874149273,0.0,117.49999999999996,0.05128205128205128,6.549391699746823,2.4239346346977735,10.92181880457646,2.158362805461584,6.6776242152748155,2.4831099129066763,11.141813137905338,2.195449840010015,94.87584762638315,1.238409251157383,99.13847860835638,92.3434071174238,6.795071490932585,0,0,0,5.223085887648075,0.006553152559086038,-0.0020000000000095497,-8.630393996021015e-06,1800.0,520.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:43.171,2026-05-27T23:56:45.124,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
0.9782309182250699,0.014637985808734644,1.0030952098380292,0.9228217596047463,1.6301157159257162,0.9109897034936656,5.099019513592785,0.49999999999999906,136.0,0.05128205128205128,6.772376169822633,2.2838503375699806,10.66024624481067,2.4219310477385596,6.937000344791278,2.379133501165012,11.205802068571442,2.437211521390788,92.29148915404515,3.3890202472170663,96.40038859987745,82.55358715729963,13.846801442577814,0,0,0,5.392629498961815,0.006785988217012797,-0.0010000000000047748,-4.3621013133194735e-05,1800.0,514.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:44.164,2026-05-27T23:56:46.121,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
0.9813547339998461,0.030787758218018914,1.0756393447619885,0.8904493247793498,3.099507503099385,2.121798198982404,8.986100377805716,0.5000000000000004,550.2500000000001,0.05128205128205128,8.96064360974104,5.224982844393564,23.21842953345467,2.4219310477385596,9.130606519507618,5.328979694643714,24.559112361809824,2.437211521390788,87.65710250475055,3.891999819862852,94.1151885096307,76.79008051628388,17.32510799334682,0,0,0,7.142152242206132,0.008960363932208658,0.0,1.632270168933709e-05,793.0,243.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:45.170,2026-05-27T23:56:47.121,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
0.8981794652935434,0.18343567844071157,1.0756393447619885,0.3026549190084311,7.1882677057824,6.3211559479426676,26.38654960391752,1.0000000000000002,3573.5,0.07692307692307693,10.668713048740235,7.007717676507794,40.32358994434895,2.8218412428767143,12.727221294626393,9.840596430989766,58.02706265183513,3.78549864614954,86.08920649194921,9.8661303777629,125.36203417514561,43.66771881237915,81.69431536276646,0,3,0,9.432092714340815,0.011431328817080132,0.007000000000005002,7.57035647268767e-05,1139.0,303.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:46.173,2026-05-27T23:56:48.121,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
0.9919269795551442,0.7346892997931908,5.260342194192313,0.3026549190084311,30.76275865190899,59.58466385995549,292.0727649062815,1.0000000000000002,175370.5,0.05128205128205128,75.7924174065785,285.4995326456192,1836.0125571422436,2.8218412428767143,39.61490227948101,61.804023067978115,349.02911053377767,3.82099463490856,59.62980616083653,34.49880088631334,125.36203417514561,5.78089853168364,119.58113564346198,0,15,5,31.031525411806527,0.039295090363457796,0.007000000000005002,0.00030994371482318667,2462.0,504.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:47.171,2026-05-27T23:56:49.120,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
1.0839439458005646,0.7044647062573843,5.260342194192313,0.499799959983992,32.52197225408738,59.07346176420453,292.0727649062815,1.7320508075688772,177346.75,0.05128205128205128,88.50565512769724,283.31598210958225,1836.0125571422436,3.552719240244013,49.739965399104875,59.433389959650206,349.02911053377767,4.053393639902248,28.318900476976758,21.212481766959435,118.24181078511589,1.36269255579105,116.87911822932483,0,21,5,39.136748776390405,0.053915334358689296,0.0040000000000048885,2.6172607879665454e-05,2462.0,484.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:48.170,2026-05-27T23:56:50.120,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
0.9779437337021321,0.09190241407456634,1.1786008654332476,0.7601315675591956,9.46782585306195,7.69123822352185,34.93923296238771,1.6583123951777012,5803.0,0.02564102564102564,21.364008735931158,22.446714628895194,94.08591573662872,3.552719240244013,20.88820939656344,19.736107980179852,80.50652147497121,4.045985664828781,21.24233769166461,9.357135487208572,57.797035926458214,1.36269255579105,56.434343370667165,0,9,0,15.96423475593273,0.02042749348762721,-0.0049999999999954525,-1.5572232646086616e-05,784.0,331.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:49.172,2026-05-27T23:56:51.120,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
0.9647901607258799,0.13208877986615955,1.2071039723238424,0.4561797891182817,10.810108006855463,8.523002104899389,37.33630940518894,0.7071067811865481,7390.5,0.05128205128205128,30.124345713309747,35.90781618944539,121.90796261114366,3.88983174443317,31.63906901979633,37.0577766678003,112.23938702612377,4.044749683231337,23.08857833069927,10.961775354438714,64.01845139220733,9.656681982826756,54.36176940938057,0,13,5,24.125300351247542,0.03052506248482651,0.0010000000000047748,5.1500938086828145e-05,1485.0,464.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:50.173,2026-05-27T23:56:52.122,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
1.0383962910042155,0.23281031512518732,1.8550202155232702,0.4561797891182817,17.263299667417158,8.272848545361699,37.33630940518894,0.7071067811865481,14292.0,0.02564102564102564,67.99384454278291,44.419743679662,140.85664757475945,3.892428034016814,66.43098692995133,43.64771730013652,150.9299837673085,4.044749683231337,69.75488030953576,44.9654526131451,135.6527766907566,9.656681982826756,125.99609470792986,0,25,11,52.5915961297229,0.06898169043581097,-0.0040000000000048885,-3.696060037435845e-05,1747.0,485.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27T23:56:51.171,2026-05-27T23:56:53.120,gradual_fall_20260527_235642_class_01,gradual_fall,gradual_fall,fall,1,original
