pc_timestamp_iso,ms,ax,ay,az,gx,gy,gz,mx,my,mz,press,baro_t,prox,cr,cg,cb,light,gesture,mic,p2p,pc_ts,class_en,category,src_file,win_id,win_window_start_ts,win_window_end_ts,win_session_id,win_class,win_label,win_source,win_svm_mean,win_svm_std,win_svm_max,win_svm_min,win_jerk_mean,win_jerk_std,win_jerk_max,win_jerk_min,win_KII_mean,win_KII_std,win_KII_max,win_KII_min,win_omega_mean,win_omega_std,win_omega_max,win_omega_min,win_theta_mean,win_theta_std,win_theta_max,win_theta_min,win_theta_range,win_jerk_energy,win_free_fall_n,win_impact_n,win_high_rot_n,win_svm_dev_mean,win_press_delta,win_mic_p2p_max,win_mic_p2p_mean,win_GSI,win_jerk_sparsity,win_angular_impulse,win_press_slope,win_hr_mean,win_hr_max,win_hr_delta,win_hr_spike,win_spo2_min,win_spo2_mean,win_rmssd,win_sdnn,win_hr_accel,win_osi,win_css_max,win_css_mean,win_fcri
2026-05-28T00:02:52.234,2465232,-0.88,-0.49,-0.03,4.2,4.0,2.0,-28.8,46.8,23.8,101.107,36.54,0,1,0,0,1,NONE,76,400,2026-05-28 00:02:52.234,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.270,2465268,-0.89,-0.49,-0.04,3.8,3.5,2.3,-28.8,46.8,24.5,101.111,36.55,0,1,1,1,3,NONE,64,468,2026-05-28 00:02:52.270,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.321,2465319,-0.89,-0.49,-0.03,3.8,3.7,2.3,-29.0,47.5,24.4,101.113,36.57,0,1,1,1,3,NONE,49,404,2026-05-28 00:02:52.321,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.375,2465371,-0.89,-0.48,-0.04,3.4,2.9,2.4,-28.7,46.9,24.2,101.111,36.57,0,1,1,1,3,NONE,61,388,2026-05-28 00:02:52.375,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.424,2465423,-0.88,-0.49,-0.04,4.8,3.7,2.4,-29.3,47.1,23.0,101.109,36.58,0,1,1,1,3,NONE,47,270,2026-05-28 00:02:52.424,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.474,2465471,-0.88,-0.48,-0.04,5.1,3.1,1.8,-29.4,46.5,23.8,101.108,36.58,0,1,1,1,3,NONE,61,351,2026-05-28 00:02:52.474,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.520,2465519,-0.88,-0.49,-0.04,5.4,2.9,1.6,-29.0,47.0,24.4,101.107,36.58,0,1,1,1,3,NONE,68,403,2026-05-28 00:02:52.520,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.575,2465571,-0.88,-0.49,-0.03,6.3,3.4,1.8,-28.6,46.8,25.6,101.11,36.59,0,1,1,1,3,NONE,68,389,2026-05-28 00:02:52.575,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.624,2465621,-0.89,-0.48,-0.04,5.6,2.4,2.0,-28.6,46.8,25.2,101.109,36.59,0,1,1,1,3,NONE,64,462,2026-05-28 00:02:52.624,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-28T00:02:52.668,2465669,-0.89,-0.49,-0.04,5.1,2.9,2.2,-28.9,46.8,24.7,101.11,36.59,0,1,1,1,3,NONE,86,470,2026-05-28 00:02:52.668,slow_collapse_fall,fall,slow_collapse_fall_20260528_000252_class_01.csv,0,2026-05-28T00:02:52.234,2026-05-28T00:02:54.174,ล้มแ_01_orig,ล้มแบบค่อยๆทรุด,1,original,1.0112,0.004,1.0172,1.0028,0.2211,0.1202,0.4899,0.0,0.249,0.1352,0.5447,0.0,5.6189,1.3082,8.3126,3.4424,91.9832,0.4235,92.8556,91.1331,1.722,0.063,0,0,0,0.0112,0.004,702.0,278.2,1.0071,0.0,11.238,0.000827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
