pc_timestamp_iso,ms,ax,ay,az,gx,gy,gz,mx,my,mz,press,baro_t,prox,cr,cg,cb,light,gesture,mic,p2p
2026-05-27T23:42:15.029,1227995,0.97,-0.26,-0.06,2.9,4.1,-0.5,-2.8,20.1,26.4,101.13,36.81,0,0,0,0,0,NONE,21,129
2026-05-27T23:42:15.061,1228034,0.92,-0.27,-0.07,13.1,4.8,3.9,-2.3,20.3,25.6,101.134,36.82,0,1,0,0,1,NONE,42,185
2026-05-27T23:42:15.111,1228083,0.91,-0.28,-0.14,23.6,21.7,4.0,-2.3,20.7,25.6,101.132,36.84,0,1,0,0,1,NONE,36,158
2026-05-27T23:42:15.176,1228135,0.91,-0.27,-0.08,6.4,30.8,7.7,-2.9,20.0,26.3,101.131,36.84,0,1,0,0,1,NONE,32,173
2026-05-27T23:42:15.222,1228186,0.95,-0.29,-0.24,18.3,38.6,14.5,-4.4,19.7,26.6,101.132,36.85,0,1,0,0,1,NONE,43,278
2026-05-27T23:42:15.271,1228233,0.96,-0.22,-0.16,8.9,21.8,14.3,-5.7,19.4,26.8,101.129,36.85,0,1,0,0,1,NONE,66,307
2026-05-27T23:42:15.319,1228287,0.9,-0.2,-0.26,8.9,12.0,9.5,-5.6,18.7,26.0,101.133,36.85,0,1,0,0,1,NONE,53,252
2026-05-27T23:42:15.372,1228333,0.91,-0.26,-0.28,8.8,20.4,4.8,-6.5,18.9,27.6,101.135,36.86,0,1,0,0,1,NONE,40,254
2026-05-27T23:42:15.414,1228383,0.83,-0.19,-0.39,8.7,39.0,6.8,-7.1,18.3,26.6,101.131,36.86,0,1,0,0,1,NONE,78,392
2026-05-27T23:42:15.466,1228433,0.86,-0.19,-0.21,7.8,62.9,9.1,-8.2,17.9,26.5,101.137,36.87,0,0,0,0,0,NONE,79,385
2026-05-27T23:42:15.515,1228485,0.88,-0.16,-0.38,14.1,62.1,17.3,-10.2,18.4,27.4,101.131,36.87,0,0,0,0,0,NONE,75,430
2026-05-27T23:42:15.559,1228533,1.02,-0.23,-0.45,42.4,27.9,11.9,-11.6,17.3,27.6,101.136,36.88,0,1,0,0,1,NONE,78,420
2026-05-27T23:42:15.624,1228585,0.98,-0.16,-0.38,28.8,6.5,18.2,-12.7,16.7,27.6,101.131,36.87,0,1,0,0,1,NONE,54,268
2026-05-27T23:42:15.674,1228635,0.95,-0.29,-0.46,27.6,11.9,18.6,-12.7,16.4,27.8,101.127,36.87,0,0,0,0,0,NONE,73,351
2026-05-27T23:42:15.722,1228683,1.03,-0.17,-0.47,14.5,7.6,24.0,-13.5,15.0,26.9,101.131,36.88,0,0,0,0,0,NONE,59,260
2026-05-27T23:42:15.772,1228735,0.97,-0.15,-0.37,10.9,16.5,20.1,-14.5,15.2,27.9,101.132,36.88,0,0,0,0,0,NONE,61,273
2026-05-27T23:42:15.821,1228783,0.99,-0.06,-0.59,11.7,15.2,20.0,-15.2,14.8,27.0,101.133,36.89,0,0,0,0,0,NONE,79,404
2026-05-27T23:42:15.866,1228835,0.9,-0.04,-0.56,7.7,8.9,18.6,-16.1,14.9,26.0,101.13,36.89,0,0,0,0,0,NONE,60,277
2026-05-27T23:42:15.919,1228885,0.93,0.0,-0.53,10.1,13.7,16.9,-16.4,14.4,27.5,101.129,36.89,0,0,0,0,0,NONE,69,412
2026-05-27T23:42:15.974,1228933,0.93,-0.04,-0.59,4.4,2.4,6.6,-17.1,14.2,26.6,101.129,36.9,0,0,0,0,0,NONE,70,477
2026-05-27T23:42:16.021,1228985,0.99,0.02,-0.59,5.2,-5.0,3.1,-16.9,14.4,27.3,101.133,36.88,0,0,0,0,0,NONE,46,235
2026-05-27T23:42:16.074,1229037,0.98,-0.02,-0.59,10.7,-7.0,1.8,-16.8,14.5,28.0,101.132,36.89,0,0,0,0,0,NONE,61,391
2026-05-27T23:42:16.122,1229083,0.93,0.01,-0.53,7.7,-5.4,1.9,-17.0,14.3,26.5,101.132,36.89,0,0,0,0,0,NONE,76,477
2026-05-27T23:42:16.173,1229135,0.95,-0.07,-0.54,-0.3,0.4,1.6,-16.4,14.4,26.5,101.128,36.89,0,0,0,0,0,NONE,152,979
2026-05-27T23:42:16.226,1229183,0.97,-0.02,-0.56,-4.1,0.4,0.5,-16.2,14.6,26.2,101.13,36.89,0,0,0,0,0,NONE,204,1157
2026-05-27T23:42:16.270,1229235,0.98,-0.03,-0.44,-1.2,-10.1,1.9,-16.0,14.5,26.4,101.125,36.89,0,0,0,0,0,NONE,144,804
2026-05-27T23:42:16.323,1229285,0.99,-0.02,-0.47,4.2,-15.6,4.3,-14.9,14.4,27.1,101.132,36.9,0,0,0,0,0,NONE,144,789
2026-05-27T23:42:16.363,1229333,0.94,0.11,-0.36,2.2,-18.6,-0.9,-14.6,14.4,26.8,101.134,36.9,0,0,0,0,0,NONE,168,998
2026-05-27T23:42:16.415,1229382,0.9,0.05,-0.3,6.3,-29.7,-1.6,-14.6,14.4,26.8,101.128,36.91,0,0,0,0,0,NONE,103,553
2026-05-27T23:42:16.464,1229434,0.84,0.06,-0.28,7.1,-27.1,-5.2,-11.1,13.4,25.4,101.128,36.9,0,0,0,0,0,NONE,49,301
2026-05-27T23:42:16.528,1229485,0.66,0.15,-0.19,8.2,-18.7,-12.6,-11.0,13.6,24.9,101.128,36.9,0,0,0,0,0,NONE,46,519
2026-05-27T23:42:16.572,1229537,0.87,-0.02,-0.34,2.9,-32.1,-7.3,-9.4,13.5,25.2,101.128,36.9,0,0,0,0,0,NONE,48,274
2026-05-27T23:42:16.621,1229585,0.7,0.08,-0.2,9.1,-18.4,-3.7,-7.9,13.1,25.5,101.129,36.9,0,0,0,0,0,NONE,28,159
2026-05-27T23:42:16.672,1229633,0.93,-0.07,-0.25,-2.8,-4.7,-10.9,-7.2,13.5,24.0,101.129,36.91,0,0,0,0,0,NONE,26,155
2026-05-27T23:42:16.719,1229685,0.85,-0.17,-0.35,-2.2,-16.7,-2.1,-6.2,13.4,23.3,101.129,36.9,0,0,0,0,0,NONE,36,278
2026-05-27T23:42:16.767,1229737,0.93,0.01,-0.28,12.9,-26.6,6.3,-5.2,13.1,23.8,101.129,36.91,0,1,0,0,1,NONE,37,163
2026-05-27T23:42:16.819,1229783,0.67,0.01,-0.19,12.5,-0.9,-0.2,-5.4,12.5,23.1,101.128,36.91,0,1,0,0,1,NONE,48,249
2026-05-27T23:42:16.864,1229837,0.91,-0.05,-0.25,-11.2,-14.2,-10.1,-3.8,13.2,22.5,101.129,36.9,0,1,0,0,1,NONE,30,198
2026-05-27T23:42:16.911,1229883,0.9,-0.02,-0.18,-21.1,-9.6,-13.9,-3.6,13.7,23.5,101.128,36.9,0,1,0,0,1,NONE,38,201
2026-05-27T23:42:16.975,1229936,0.95,0.02,-0.28,-25.6,13.2,-16.1,-3.0,14.9,24.4,101.126,36.91,0,1,0,0,1,NONE,27,146
2026-05-27T23:42:17.024,1229986,0.99,-0.11,-0.37,-10.8,4.1,-5.4,-2.7,16.0,25.1,101.127,36.9,0,1,0,0,1,NONE,24,167
2026-05-27T23:42:17.072,1230035,0.83,-0.14,-0.25,2.3,-0.5,-3.1,-3.1,15.7,25.5,101.13,36.9,0,1,0,0,1,NONE,50,169
2026-05-27T23:42:17.122,1230083,0.95,-0.12,-0.16,4.8,6.5,-8.9,-2.3,15.8,24.5,101.127,36.91,0,1,0,0,1,NONE,54,258
2026-05-27T23:42:17.173,1230135,0.93,-0.26,-0.19,-23.7,13.9,-12.5,-2.4,16.5,25.6,101.132,36.91,0,1,0,0,1,NONE,80,378
2026-05-27T23:42:17.217,1230185,0.96,-0.26,-0.23,-25.9,10.6,-13.5,-2.9,17.8,25.9,101.127,36.9,0,1,0,0,1,NONE,102,555
2026-05-27T23:42:17.266,1230234,0.92,-0.15,-0.15,-16.2,6.5,-6.5,-2.4,18.7,26.2,101.13,36.91,0,1,0,0,1,NONE,157,910
2026-05-27T23:42:17.314,1230285,0.98,-0.3,-0.21,-23.1,12.6,-9.9,-2.7,20.0,27.5,101.127,36.91,0,1,0,0,1,NONE,127,818
2026-05-27T23:42:17.365,1230337,0.96,-0.27,-0.11,-20.8,-4.7,-8.7,-2.8,20.6,26.6,101.126,36.91,0,1,0,0,1,NONE,139,986
2026-05-27T23:42:17.413,1230383,0.82,-0.29,-0.01,-4.1,-2.5,-2.2,-2.6,20.8,26.8,101.132,36.91,0,1,0,0,1,NONE,151,959
